,ON_DAY,SUM_VALUES,MAX(AGE1_SEX0),MAX(AGE2_SEX0),MAX(AGE3_SEX0),MAX(AGE1_SEX1),MAX(AGE2_SEX1),MAX(AGE3_SEX1),Class
4664,304,169,32,101,32,11,5,17,2
4665,116,25,1,55,23,20,29,12,2
4666,80,174,1,47,29,1,33,33,2
4667,75,86,1,103,14,31,32,6,2
4668,115,104,33,92,20,11,8,21,2
4669,31,172,33,59,14,20,56,36,2
4670,95,126,33,102,6,8,70,4,2
4671,267,43,1,52,13,4,17,23,2
4672,73,141,1,40,19,28,35,33,2
4673,38,165,32,31,2,26,12,15,2
4674,40,72,31,41,4,24,12,36,2
4675,1,25,32,113,18,27,68,10,2
4676,33,109,1,92,17,2,23,4,2
4677,246,118,32,17,1,6,35,33,2
4678,291,19,1,27,17,32,72,13,2
4679,3,119,32,98,14,29,17,31,2
4680,207,59,0,23,4,2,69,23,2
4681,159,158,31,44,10,25,12,9,2
4682,155,73,1,10,21,3,46,7,2
4683,28,39,33,8,5,19,61,13,2
4684,281,172,33,47,14,29,69,21,2
4685,145,24,1,20,29,12,9,5,2
4686,359,97,33,55,9,27,45,28,2
4687,346,36,1,95,9,31,49,38,2
4688,286,43,33,53,17,33,70,15,2
4689,274,126,0,47,30,19,25,29,2
4690,267,178,0,33,10,2,48,15,2
4691,10,25,0,17,6,22,52,25,2
4692,187,46,0,56,13,25,7,22,2
4693,356,102,33,110,13,23,12,8,2
4694,268,178,1,98,28,32,48,3,2
4695,301,96,0,14,15,7,7,25,2
4696,154,162,0,19,21,13,68,28,2
4697,274,101,31,101,26,23,19,3,2
4698,46,23,1,76,29,26,57,5,2
4699,58,78,31,66,1,10,41,24,2
4700,210,161,33,7,28,31,34,10,2
4701,170,68,32,91,27,10,66,34,2
4702,294,170,0,14,29,5,4,32,2
4703,142,99,0,3,17,9,59,26,2
4704,28,177,33,24,13,25,43,29,2
4705,44,127,31,37,19,19,32,8,2
4706,30,143,1,69,32,14,36,29,2
4707,146,68,32,57,2,28,13,16,2
4708,45,152,31,72,24,8,50,28,2
4709,130,31,0,26,12,1,71,16,2
4710,157,25,33,84,13,19,63,18,2
4711,178,100,1,40,4,1,45,22,2
4712,16,14,1,22,24,11,17,28,2
4713,288,107,1,32,7,10,72,8,2
4714,69,131,0,116,27,3,11,8,2
4715,64,115,31,65,18,21,36,22,2
4716,140,150,31,32,25,6,72,41,2
4717,278,93,0,68,27,30,33,24,2
4718,290,39,1,26,1,16,20,41,2
4719,250,175,31,94,15,33,6,40,2
4720,335,53,1,53,3,9,30,33,2
4721,56,33,1,72,29,9,63,10,2
4722,347,104,33,6,15,21,28,8,2
4723,61,162,0,83,3,23,52,31,2
4724,166,111,1,12,2,12,30,27,2
4725,191,140,32,5,4,33,60,21,2
4726,250,26,31,19,26,16,55,16,2
4727,302,69,1,56,23,1,44,20,2
4728,286,106,33,82,18,29,52,37,2
4729,124,83,1,73,8,24,23,22,2
4730,38,99,1,43,25,18,57,26,2
4731,11,160,0,47,23,22,62,27,2
4732,93,108,31,62,20,4,69,10,2
4733,23,154,32,26,5,19,9,1,2
4734,162,79,0,64,24,33,26,3,2
4735,271,90,1,36,27,9,43,35,2
4736,55,98,1,100,11,20,30,7,2
4737,15,44,1,55,14,1,26,21,2
4738,175,33,32,121,16,2,71,40,2
4739,172,155,32,62,6,10,11,14,2
4740,226,100,0,60,29,20,38,8,2
4741,126,44,32,10,14,15,66,7,2
4742,126,53,0,84,27,25,31,14,2
4743,205,160,32,95,18,19,38,36,2
4744,65,50,1,37,10,32,52,31,2
4745,192,19,0,109,24,11,21,10,2
4746,258,84,1,101,25,28,66,20,2
4747,95,18,33,43,15,4,63,14,2
4748,294,18,33,24,27,28,52,23,2
4749,126,129,0,28,7,28,51,17,2
4750,91,116,32,94,1,25,70,37,2
4751,337,112,0,108,13,25,46,5,2
4752,177,95,31,30,4,30,66,15,2
4753,218,102,0,114,3,19,22,28,2
4754,111,183,1,65,17,14,69,11,2
4755,264,105,31,45,24,18,60,15,2
4756,317,108,32,50,6,11,30,32,2
4757,166,155,0,71,27,30,65,34,2
4758,41,174,1,18,27,17,43,6,2
4759,42,123,1,111,3,25,50,30,2
4760,6,58,1,26,12,8,39,29,2
4761,166,86,33,103,20,1,37,23,2
4762,51,64,32,96,5,28,19,37,2
4763,263,78,0,10,13,24,6,40,2
4764,241,106,33,38,9,24,71,27,2
4765,19,67,1,29,5,22,12,2,2
4766,255,92,31,37,22,7,26,14,2
4767,147,52,31,25,27,31,20,15,2
4768,262,164,0,10,28,5,9,19,2
4769,145,103,31,93,20,17,8,21,2
4770,38,45,0,100,7,19,19,35,2
4771,123,51,0,55,19,2,4,20,2
4772,300,56,1,22,24,24,30,40,2
4773,21,122,32,90,15,27,44,12,2
4774,215,165,33,26,14,7,68,19,2
4775,285,16,0,117,31,21,21,36,2
4776,213,132,0,70,21,12,54,1,2
4777,80,178,0,35,30,21,51,12,2
4778,162,31,0,65,30,18,20,27,2
4779,37,105,31,7,16,15,10,36,2
4780,151,34,1,74,17,29,11,41,2
4781,331,73,32,26,8,26,47,2,2
4782,202,20,0,81,5,26,19,13,2
4783,23,179,32,119,19,7,23,12,2
4784,84,49,32,70,31,21,50,39,2
4785,189,153,0,67,8,29,63,22,2
4786,151,184,0,92,11,29,34,31,2
4787,218,24,32,16,30,33,25,37,2
4788,168,140,32,74,18,18,61,36,2
4789,253,39,0,32,16,29,28,32,2
4790,173,161,1,95,30,1,40,1,2
4791,211,132,33,75,13,1,2,8,2
4792,190,59,0,60,10,19,32,41,2
4793,58,116,0,23,4,16,47,17,2
4794,2,122,0,21,10,12,22,23,2
4795,44,179,32,119,4,1,60,38,2
4796,110,16,33,54,31,1,31,16,2
4797,62,80,1,56,20,7,59,12,2
4798,299,140,31,81,32,33,72,26,2
4799,247,38,32,96,17,9,14,17,2
4800,19,66,33,31,28,7,17,10,2
4801,256,133,32,85,25,7,15,3,2
4802,310,147,32,58,18,8,50,22,2
4803,271,122,33,6,29,32,71,7,2
4804,261,133,1,87,19,23,72,29,2
4805,67,81,33,74,27,8,11,19,2
4806,165,165,0,23,11,17,3,18,2
4807,11,59,33,13,12,16,8,24,2
4808,295,75,1,4,5,14,18,11,2
4809,142,138,32,111,10,33,36,28,2
4810,110,72,1,37,5,4,46,21,2
4811,272,42,0,23,30,11,41,14,2
4812,362,66,0,55,22,32,49,35,2
4813,156,99,32,60,32,24,7,31,2
4814,277,48,1,10,20,19,13,36,2
4815,101,155,1,44,26,7,35,3,2
4816,139,74,31,27,20,2,3,41,2
4817,164,181,31,55,20,22,67,17,2
4818,160,15,0,56,25,13,26,3,2
4819,30,172,11,141,27,32,23,27,3
4820,69,113,14,1,8,12,31,20,3
4821,17,23,21,139,2,14,42,30,3
4822,174,78,8,133,16,17,12,19,3
4823,197,16,28,140,9,1,54,14,3
4824,103,19,6,138,18,5,26,7,3
4825,273,119,17,1,11,28,26,30,3
4826,74,136,22,1,14,17,63,3,3
4827,89,102,16,134,19,31,67,7,3
4828,154,43,28,3,10,22,47,19,3
4829,36,58,12,1,4,18,25,14,3
4830,90,43,28,134,4,31,43,39,3
4831,10,103,1,2,16,27,57,10,3
4832,253,19,28,3,13,5,57,14,3
4833,117,49,5,3,14,17,62,14,3
4834,285,163,2,1,20,10,16,23,3
4835,98,68,12,0,20,11,72,11,3
4836,86,166,22,132,5,20,59,7,3
4837,21,106,25,1,23,10,27,37,3
4838,138,156,1,1,17,3,18,27,3
4839,28,138,1,2,25,6,63,12,3
4840,179,17,12,143,11,9,19,15,3
4841,220,74,11,2,13,14,14,30,3
4842,148,46,27,140,21,23,12,38,3
4843,193,44,26,2,13,25,22,32,3
4844,110,101,13,134,3,32,39,20,3
4845,53,116,20,134,18,14,44,30,3
4846,199,113,6,133,28,28,30,34,3
4847,183,138,14,143,23,17,48,16,3
4848,286,149,26,1,13,26,9,23,3
4849,83,24,6,138,20,16,42,22,3
4850,107,45,4,142,23,29,38,21,3
4851,350,17,27,132,29,2,60,15,3
4852,140,161,5,1,28,27,43,1,3
4853,163,24,9,134,15,13,26,13,3
4854,271,112,25,132,2,27,46,27,3
4855,124,35,19,1,28,12,43,32,3
4856,334,115,24,134,23,22,11,41,3
4857,245,179,5,1,29,22,39,15,3
4858,1,125,14,0,1,29,47,30,3
4859,257,48,15,0,15,15,58,36,3
4860,291,98,19,2,5,12,45,25,3
4861,133,80,21,143,16,20,48,17,3
4862,268,75,5,0,16,20,5,16,3
4863,266,27,26,0,3,5,15,17,3
4864,280,41,10,1,6,11,72,15,3
4865,150,61,22,0,31,8,54,5,3
4866,36,134,23,0,27,9,49,37,3
4867,207,83,3,3,14,2,36,1,3
4868,314,38,10,3,25,32,70,6,3
4869,59,115,6,2,10,16,46,1,3
4870,269,53,21,134,21,4,19,3,3
4871,319,149,19,2,21,23,55,11,3
4872,54,121,29,1,29,17,55,16,3
4873,336,142,22,138,26,9,62,22,3
4874,342,16,29,0,6,2,54,22,3
4875,86,112,8,3,25,8,46,18,3
4876,74,152,28,137,24,31,65,14,3
4877,214,134,6,3,28,3,34,38,3
4878,14,175,28,140,20,14,19,1,3
4879,281,140,13,3,21,23,62,17,3
4880,281,180,21,142,20,14,43,39,3
4881,236,57,3,143,8,29,2,5,3
4882,248,73,16,0,28,25,65,5,3
4883,233,84,20,0,14,1,7,12,3
4884,137,109,18,2,26,15,64,15,3
4885,343,76,23,3,12,31,52,32,3
4886,9,67,19,135,2,25,49,8,3
4887,14,112,27,133,3,25,66,20,3
4888,166,20,6,3,25,10,22,19,3
4889,149,78,27,132,8,18,52,16,3
4890,278,23,2,135,25,17,37,21,3
4891,174,177,28,3,3,28,9,11,3
4892,16,173,25,142,5,29,36,26,3
4893,124,27,22,2,11,33,37,31,3
4894,258,162,17,135,18,7,26,16,3
4895,102,142,7,134,15,18,35,41,3
4896,173,143,21,1,5,12,38,28,3
4897,300,84,19,2,7,5,36,8,3
4898,182,23,7,3,9,7,40,18,3
4899,46,45,8,3,12,26,13,23,3
4900,225,125,9,133,27,8,50,31,3
4901,186,124,9,3,25,28,15,20,3
4902,290,81,14,143,1,33,41,24,3
4903,76,28,19,2,17,9,32,2,3
4904,94,88,20,135,26,14,19,24,3
4905,303,22,24,3,14,31,29,26,3
4906,70,52,12,0,13,29,52,21,3
4907,258,169,22,143,4,27,58,8,3
4908,45,17,17,0,22,15,72,1,3
4909,280,40,21,140,32,33,72,21,3
4910,174,105,29,0,6,17,55,35,3
4911,87,30,28,3,1,26,58,16,3
4912,361,62,29,1,31,24,67,18,3
4913,85,177,12,2,11,4,36,25,3
4914,266,64,29,0,3,1,6,10,3
4915,39,113,2,0,1,21,11,9,3
4916,263,37,2,2,12,23,16,39,3
4917,158,158,29,3,26,23,34,16,3
4918,151,149,25,133,21,4,38,32,3
4919,292,50,19,2,27,8,55,20,3
4920,346,150,7,140,31,26,35,33,3
4921,290,51,14,1,26,11,45,39,3
4922,16,33,21,136,14,10,63,6,3
4923,134,33,13,2,8,3,68,16,3
4924,346,123,6,3,28,5,62,14,3
4925,234,52,18,2,2,5,11,41,3
4926,7,71,14,3,5,30,51,40,3
4927,138,58,7,134,21,5,12,29,3
4928,35,156,20,139,2,8,11,13,3
4929,81,72,5,134,3,1,68,37,3
4930,16,24,15,0,16,14,32,13,3
4931,343,52,26,138,30,5,48,22,3
4932,330,86,8,133,12,22,45,25,3
4933,118,182,15,133,32,12,48,1,3
4934,117,128,4,1,11,14,34,33,3
4935,94,128,19,139,20,20,38,2,3
4936,19,58,26,134,23,6,33,5,3
4937,298,182,22,141,5,33,58,20,3
4938,151,45,6,142,18,32,44,25,3
4939,232,111,14,139,31,19,8,4,3
4940,161,45,11,0,4,7,72,12,3
4941,274,181,12,0,4,18,47,5,3
4942,47,140,25,3,20,28,45,37,3
4943,17,30,7,2,18,20,23,34,3
4944,93,140,3,141,30,14,62,26,3
4945,90,99,8,2,13,19,22,33,3
4946,45,162,25,2,24,13,66,38,3
4947,209,93,21,133,24,9,12,25,3
4948,188,68,12,136,2,24,55,38,3
4949,151,105,16,1,26,23,49,35,3
4950,348,97,6,0,6,5,59,34,3
4951,14,14,4,2,19,17,17,14,3
4952,10,46,29,2,9,29,46,25,3
4953,73,118,13,0,5,17,24,12,3
4954,126,181,4,2,29,13,62,31,3
4955,206,22,12,139,17,26,29,24,3
4956,299,74,9,3,14,32,36,40,3
4957,117,43,14,0,19,13,55,18,3
4958,282,50,17,2,30,29,10,4,3
4959,125,51,20,135,32,11,44,1,3
4960,107,140,5,0,2,29,40,15,3
4961,9,175,22,137,15,25,55,4,3
4962,214,172,9,143,18,19,23,21,3
4963,165,135,1,1,32,4,46,13,3
4964,219,37,6,137,27,2,8,24,3
4965,24,165,13,1,23,3,36,14,3
4966,93,165,15,133,5,24,39,35,3
4967,96,184,20,138,28,23,44,18,3
4968,298,37,8,140,30,12,21,29,3
4969,131,148,12,3,10,15,2,20,3
4970,282,132,16,2,27,17,57,35,3
4971,72,133,25,3,30,33,33,5,3
4972,306,15,17,1,2,22,62,1,3
4973,65,184,17,1,21,7,27,30,3
4974,64,124,28,139,29,27,24,17,3
4975,302,66,14,2,16,18,47,39,3
4976,355,168,18,3,27,16,12,40,3
4977,107,46,21,134,16,7,40,16,3
4978,328,64,9,2,18,18,41,21,3
4979,184,49,12,133,2,31,66,41,3
4980,334,16,14,136,7,12,41,41,3
4981,12,98,13,143,21,9,56,8,3
4982,167,176,18,140,22,18,63,18,3
4983,129,91,14,1,21,33,6,41,3
4984,274,122,15,3,29,7,13,11,3
4985,182,87,29,141,30,17,62,39,3
4986,156,182,9,1,24,22,19,30,3
4987,296,162,23,135,15,7,38,23,3
4988,67,149,14,0,19,11,63,24,3
4989,182,14,23,140,30,20,66,27,3
4990,209,116,18,143,11,9,2,16,3
4991,258,19,7,0,17,17,20,17,3
4992,229,88,10,2,15,2,40,10,3
4993,179,52,11,138,30,31,19,3,3
4994,107,41,22,1,15,33,11,37,3
4995,10,87,11,136,1,31,50,11,3
4996,214,62,19,134,29,9,12,13,3
4997,66,144,5,0,17,17,41,17,3
4998,251,157,10,2,6,32,70,31,3
4999,261,143,5,1,13,6,70,12,3
5000,314,97,1,1,6,13,51,37,3
5001,64,125,21,132,6,29,58,2,3
5002,187,173,11,139,6,5,52,19,3
5003,25,34,4,141,31,24,11,13,3
5004,117,168,27,3,10,19,36,1,3
5005,244,123,12,0,20,31,25,33,3
5006,342,72,11,136,31,4,10,34,3
5007,168,130,26,2,5,15,10,22,3
5008,226,178,5,2,26,12,5,23,3
5009,99,78,18,3,25,31,5,30,3
5010,71,150,14,2,23,7,21,17,3
5011,304,53,23,2,12,31,49,9,3
5012,116,39,14,140,14,31,9,34,3
5013,17,14,2,136,12,18,23,13,3
5014,220,38,13,1,4,19,15,2,3
5015,364,149,8,1,3,23,30,23,3
5016,294,148,9,143,13,3,20,15,3
5017,235,137,19,136,27,16,36,37,3
5018,364,165,4,0,30,33,37,13,3
5019,110,73,7,0,30,26,22,7,3
5020,17,163,24,2,4,27,45,2,3
5021,68,52,11,3,8,3,26,30,3
5022,206,172,29,140,20,32,62,24,3
5023,220,129,24,132,20,2,37,17,3
5024,360,137,3,143,8,7,38,33,3
5025,5,133,19,2,6,15,18,33,3
5026,42,167,20,2,32,14,17,2,3
5027,53,20,18,1,28,5,19,25,3
5028,239,119,10,140,6,26,69,27,3
5029,325,108,13,2,8,12,52,12,3
5030,28,123,13,142,19,3,11,7,3
5031,268,123,22,3,19,12,54,17,3
5032,43,124,1,133,23,15,51,32,3
5033,43,178,4,3,3,21,13,30,3
5034,349,48,25,140,22,28,56,23,3
5035,69,178,18,3,25,23,72,16,3
5036,41,64,21,143,13,10,21,41,3
5037,338,40,12,3,19,3,6,14,3
5038,53,115,15,3,15,5,51,27,3
5039,125,163,6,139,14,29,31,13,3
5040,6,119,28,136,26,11,17,13,3
5041,125,101,27,0,24,16,9,39,3
5042,171,69,29,0,1,7,48,12,3
5043,252,119,15,142,3,7,39,1,3
5044,167,72,26,2,6,21,52,6,3
5045,91,72,2,137,23,9,36,2,3
5046,263,17,15,1,6,1,43,16,3
5047,339,141,26,1,25,23,7,26,3
5048,5,70,18,1,23,26,41,33,3
5049,103,158,5,2,25,2,56,3,3
5050,359,142,25,0,12,26,18,22,3
5051,73,55,23,0,7,20,37,10,3
5052,213,184,8,3,18,22,39,29,3
5053,55,158,23,139,3,11,11,15,3
5054,327,27,8,0,10,1,50,2,3
5055,23,23,1,0,29,27,60,3,3
5056,304,156,26,1,30,25,44,30,3
5057,355,97,14,3,1,31,8,28,3
5058,264,140,25,0,4,15,52,12,3
5059,132,147,14,3,2,32,47,7,3
5060,295,25,17,2,31,15,50,19,3
5061,11,35,8,1,17,31,61,7,3
5062,52,79,24,142,12,17,51,24,3
5063,362,104,16,138,15,7,36,3,3
5064,231,171,12,0,14,10,9,37,3
5065,161,63,9,135,5,20,11,27,3
5066,361,67,14,3,10,14,10,3,3
5067,141,176,20,140,23,12,38,21,3
5068,324,140,20,133,9,7,57,34,3
5069,340,170,16,136,4,3,33,10,3
5070,288,72,13,137,7,3,57,21,3
5071,16,107,12,2,18,30,30,13,3
5072,333,123,6,132,20,20,68,9,3
5073,46,114,29,138,9,12,19,6,3
5074,95,90,23,1,2,21,25,17,3
5075,265,154,28,143,13,27,44,16,3
5076,136,169,19,133,15,12,21,35,3
5077,247,46,7,1,29,9,36,22,3
5078,321,160,1,134,23,3,72,38,3
5079,340,26,15,0,21,29,48,19,3
5080,336,120,7,140,14,14,21,12,3
5081,289,139,21,138,14,12,41,28,3
5082,196,155,1,139,3,8,67,14,3
5083,316,183,1,0,24,5,49,30,3
5084,65,118,16,0,22,6,19,11,3
5085,170,56,23,3,27,14,12,20,3
5086,300,152,23,3,16,24,69,9,3
5087,205,63,29,1,27,28,54,36,3
5088,80,124,12,142,32,20,23,38,3
5089,93,136,1,3,30,3,58,17,3
5090,126,111,24,2,22,25,15,10,3
5091,321,139,13,2,12,8,7,12,3
5092,241,50,25,2,4,13,10,3,3
5093,236,92,9,132,27,11,37,11,3
5094,335,104,14,142,23,7,57,28,3
5095,209,104,24,2,15,13,59,38,3
5096,339,36,3,140,4,19,29,2,3
5097,220,167,4,137,5,27,68,39,3
5098,156,137,20,142,22,14,51,26,3
5099,63,67,2,0,13,6,21,37,3
5100,78,43,16,1,5,30,50,4,3
5101,249,183,19,143,5,2,62,7,3
5102,14,166,15,135,4,31,31,39,3
5103,181,19,24,137,16,29,72,19,3
5104,65,15,17,0,25,29,25,21,3
5105,7,158,9,0,24,4,43,21,3
5106,362,183,17,135,28,13,16,33,3
5107,17,100,3,141,7,9,2,23,3
5108,266,106,19,138,32,17,45,3,3
5109,138,86,1,2,12,31,69,20,3
5110,13,155,3,2,25,17,70,41,3
5111,277,128,3,2,30,29,5,38,3
5112,91,76,21,138,5,8,53,21,3
5113,8,21,28,2,10,7,60,8,3
5114,324,143,26,141,25,4,42,18,3
5115,245,38,5,140,28,31,49,13,3
5116,260,17,18,140,15,8,34,5,3
5117,132,89,25,1,26,6,5,22,3
5118,344,24,19,0,27,7,55,16,3
5119,86,77,5,142,27,6,35,35,3
5120,356,114,25,139,26,18,62,37,3
5121,276,22,1,135,11,24,31,14,3
5122,314,168,8,3,16,29,57,15,3
5123,273,181,5,139,28,2,20,3,3
5124,194,17,22,2,6,18,42,34,3
5125,33,26,28,141,13,33,57,3,3
5126,295,145,17,139,28,15,10,36,3
5127,56,90,20,3,25,2,14,8,3
5128,79,72,11,0,21,33,52,40,3
5129,236,151,14,3,15,10,17,31,3
5130,293,89,2,133,15,29,5,27,3
5131,285,181,9,136,16,24,50,31,3
5132,23,120,4,132,26,30,69,25,3
5133,123,117,28,1,16,33,60,6,3
5134,323,137,22,2,27,14,59,40,3
5135,289,183,21,1,2,28,67,4,3
5136,131,165,18,0,2,30,39,14,3
5137,102,66,22,2,22,12,28,34,3
5138,127,147,27,1,7,22,55,27,3
5139,210,128,19,138,12,19,30,18,3
5140,302,120,13,0,11,25,66,22,3
5141,337,54,26,2,5,4,43,19,3
5142,230,37,15,141,28,17,39,5,3
5143,46,140,18,2,21,18,17,37,3
5144,102,90,21,136,3,17,65,3,3
5145,17,142,28,140,24,17,44,27,3
5146,222,14,5,140,24,31,67,40,3
5147,206,100,5,0,18,28,48,35,3
5148,121,26,22,141,29,14,51,19,3
5149,211,53,25,1,24,4,31,1,3
5150,260,83,19,136,26,3,37,20,3
5151,181,89,8,0,1,28,28,35,3
5152,362,123,25,3,21,6,49,25,3
5153,91,76,16,2,11,23,13,18,3
5154,189,33,1,136,23,30,20,23,3
5155,13,85,26,2,10,10,32,18,3
5156,334,91,29,138,23,32,66,19,3
5157,88,182,11,133,28,16,29,27,3
5158,17,93,26,3,25,3,51,15,3
5159,88,28,24,132,32,27,27,21,3
5160,152,15,8,3,9,3,22,28,3
5161,266,32,18,0,27,23,35,24,3
5162,361,128,6,2,22,4,54,1,3
5163,277,17,24,142,30,5,32,12,3
5164,265,80,5,138,17,12,53,35,3
5165,101,157,1,3,2,25,22,15,3
5166,188,141,29,0,25,18,45,1,3
5167,279,127,20,3,14,33,15,35,3
5168,323,116,18,133,23,19,72,7,3
5169,173,89,1,135,3,18,62,23,3
5170,173,59,2,141,12,5,39,39,3
5171,252,98,14,1,12,18,16,10,3
5172,76,22,1,3,24,5,17,24,3
5173,149,155,11,0,13,13,20,31,3
5174,230,27,11,2,12,28,67,22,3
5175,187,66,20,136,16,9,71,16,3
5176,333,100,28,136,5,17,10,22,3
5177,314,107,10,140,29,4,57,23,3
5178,138,124,28,140,6,9,47,17,3
5179,353,21,3,0,21,29,28,37,3
5180,259,91,27,139,25,4,23,8,3
5181,100,28,8,1,32,1,37,9,3
5182,113,26,7,141,26,28,26,14,3
5183,171,154,20,136,9,23,38,18,3
5184,69,14,25,3,29,13,56,2,3
5185,61,43,12,0,19,33,28,7,3
5186,169,25,16,132,15,20,24,35,3
5187,356,155,10,136,2,10,5,30,3
5188,4,48,23,3,29,5,26,20,3
5189,144,176,2,137,32,13,12,5,3
5190,67,85,25,3,19,14,31,27,3
5191,249,123,1,139,1,9,47,41,3
5192,187,53,6,134,3,2,34,3,3
5193,62,69,28,0,12,6,14,17,3
5194,114,58,14,133,26,29,27,6,3
5195,173,27,4,135,6,31,45,1,3
5196,267,158,21,133,20,3,48,37,3
5197,25,138,2,133,25,32,21,38,3
5198,242,152,19,2,21,17,62,18,3
5199,227,139,25,133,14,9,72,23,3
5200,337,37,12,0,3,12,26,35,3
5201,201,106,15,132,32,7,48,9,3
5202,187,117,14,1,30,2,66,31,3
5203,301,106,19,141,22,13,49,23,3
5204,53,39,13,134,27,4,59,21,3
5205,116,179,2,134,23,17,60,20,3
5206,349,80,3,138,8,30,17,12,3
5207,273,76,10,132,5,33,54,11,3
5208,283,81,8,138,4,15,19,17,3
5209,187,161,27,2,18,17,61,14,3
5210,290,120,8,3,29,7,13,41,3
5211,152,38,6,1,22,25,70,7,3
5212,329,161,4,132,21,33,49,25,3
5213,6,175,20,134,26,14,56,4,3
5214,222,126,12,133,7,1,12,4,3
5215,190,93,1,136,14,14,29,32,3
5216,250,136,22,133,24,25,54,33,3
5217,312,41,23,137,2,4,66,11,3
5218,169,179,6,3,28,7,44,27,3
5219,288,145,29,2,8,27,66,40,3
5220,36,171,6,1,5,6,22,18,3
5221,81,184,5,141,9,12,59,22,3
5222,305,93,10,141,29,15,11,25,3
5223,100,102,21,137,12,30,43,11,3
5224,230,125,3,1,7,17,25,11,3
5225,103,107,24,2,5,7,50,26,3
5226,239,185,23,0,3,32,57,35,3
5227,348,46,27,136,13,1,45,41,3
5228,112,16,4,3,28,25,20,40,3
5229,224,183,8,1,6,12,16,41,3
5230,57,147,28,1,18,6,11,20,3
5231,330,95,17,143,18,24,26,12,3
5232,210,97,9,1,32,20,14,5,3
5233,343,70,1,3,10,10,8,10,3
5234,362,89,2,0,6,14,67,13,3
5235,228,94,22,132,24,17,15,30,3
5236,154,97,10,1,4,26,20,19,3
5237,342,168,14,134,21,5,72,19,3
5238,7,157,17,141,2,26,48,5,3
5239,337,137,3,3,13,15,72,23,3
5240,75,103,21,0,27,19,56,10,3
5241,57,135,19,143,1,30,42,3,3
5242,235,143,17,1,13,18,13,22,3
5243,24,185,6,3,23,1,10,7,3
5244,341,156,24,3,20,17,34,26,3
5245,165,111,11,140,29,20,5,9,3
5246,46,76,16,0,13,4,31,38,3
5247,59,181,4,135,21,17,46,34,3
5248,151,104,2,0,14,31,39,7,3
5249,285,23,13,138,32,27,22,22,3
5250,163,95,27,0,25,33,19,38,3
5251,150,101,20,134,31,25,54,6,3
5252,96,72,19,134,29,26,56,26,3
5253,78,43,7,141,25,27,23,39,3
5254,226,94,18,0,10,6,2,1,3
5255,163,51,28,0,25,18,42,19,3
5256,216,15,18,138,8,2,28,14,3
5257,23,51,27,142,1,10,62,31,3
5258,334,107,9,142,21,23,10,7,3
5259,80,52,27,3,18,25,68,13,3
5260,319,112,25,2,5,22,68,4,3
5261,362,21,13,142,22,22,40,17,3
5262,155,179,6,1,13,25,17,14,3
5263,66,150,16,2,29,6,54,5,3
5264,68,87,8,0,10,32,60,21,3
5265,267,134,13,133,29,26,32,26,3
5266,32,168,26,132,10,4,2,6,3
5267,359,78,12,0,30,30,43,20,3
5268,17,69,6,2,26,25,37,36,3
5269,266,111,19,143,27,3,71,31,3
5270,173,16,2,1,6,32,5,37,3
5271,5,185,11,1,1,3,65,9,3
5272,155,160,19,2,15,28,19,34,3
5273,322,52,21,137,1,29,66,8,3
5274,348,182,24,137,26,23,22,16,3
5275,3,88,6,140,20,24,6,24,3
5276,327,32,11,141,9,3,15,25,3
5277,88,174,19,0,3,8,38,17,3
5278,54,39,7,143,28,10,41,24,3
5279,143,128,7,1,27,9,6,1,3
5280,205,138,19,3,2,14,21,32,3
5281,138,86,15,2,17,32,23,12,3
5282,269,103,24,0,4,8,7,19,3
5283,284,142,25,2,25,8,5,35,3
5284,37,182,22,132,21,14,21,11,3
5285,149,70,29,1,13,26,69,34,3
5286,280,25,13,0,16,17,29,35,3
5287,342,148,8,0,22,2,46,11,3
5288,226,43,8,142,3,19,25,28,3
5289,210,142,8,135,31,31,8,20,3
5290,160,41,27,137,8,10,2,18,3
5291,288,47,12,2,25,17,42,13,3
5292,280,126,18,135,30,4,12,10,3
5293,95,70,7,133,6,15,47,11,3
5294,324,23,12,2,27,32,27,13,3
5295,84,66,4,143,3,11,16,23,3
5296,337,149,2,2,11,29,8,20,3
5297,98,94,9,138,30,14,59,13,3
5298,208,14,22,134,28,30,71,17,3
5299,241,135,20,2,12,12,64,11,3
5300,164,176,4,137,14,25,14,38,3
5301,3,169,24,138,29,20,28,32,3
5302,119,145,5,135,1,7,41,5,3
5303,33,41,20,143,27,7,41,10,3
5304,129,127,25,0,4,10,4,20,3
5305,213,110,2,139,32,29,28,16,3
5306,113,84,10,140,5,25,16,16,3
5307,145,22,24,3,32,26,32,37,3
5308,295,62,4,134,7,16,3,31,3
5309,111,136,24,136,16,3,8,41,3
5310,244,79,13,1,25,29,3,9,3
5311,22,46,12,133,9,2,11,16,3
5312,103,81,29,2,22,21,28,33,3
5313,351,154,23,3,3,1,41,32,3
5314,223,36,14,142,30,5,48,25,3
5315,119,152,21,137,28,29,20,28,3
5316,45,134,17,140,13,26,43,37,3
5317,337,95,10,2,29,12,59,3,3
5318,346,105,5,2,24,6,32,27,3
5319,58,53,24,2,28,25,43,37,3
5320,349,121,18,2,6,9,16,27,3
5321,320,164,4,134,25,2,12,1,3
5322,163,132,22,2,6,16,4,5,3
5323,282,65,3,3,2,31,44,39,3
5324,236,75,8,136,17,10,28,36,3
